cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
2016-11,100.0,3.81,2.38,2.86,0.95,0.0,2.86,1.9,3.33,1.43,2.38,2.86,1.9,1.9,7.62,2.86,1.9,0.0,4.29,3.33,3.81,4.29,3.81,3.81,4.76,7.62,6.67,7.14,2.86,0.48,4.76,3.81,6.19,5.71,7.14,7.62,5.71,8.57,6.67,10.0,0.95,0.0,2.86,3.33,2.86,0.95,2.38,1.9,1.43,3.33,1.9,2.38,,,,,,,,,,
2016-12,100.0,1.18,2.96,1.18,0.0,3.55,1.48,2.07,2.07,3.25,2.37,2.66,4.44,1.78,4.73,2.66,0.3,3.55,2.96,3.25,2.96,4.44,5.03,4.44,7.99,6.8,7.1,2.66,0.59,7.99,7.99,4.14,4.14,5.92,5.62,5.03,8.58,8.28,8.58,2.37,0.59,5.62,1.78,2.07,1.18,1.18,1.48,1.48,2.66,1.48,2.37,,,,,,,,,,,
2017-01,100.0,1.21,1.62,0.0,2.43,2.43,2.43,2.02,1.21,2.43,2.02,4.45,3.24,3.24,1.21,0.4,2.43,3.24,2.02,2.83,5.67,4.86,6.07,8.5,8.91,8.1,2.83,0.4,4.45,4.86,4.45,6.48,4.86,9.31,5.26,6.48,8.91,6.48,2.83,0.0,2.43,2.83,2.02,0.4,1.62,0.81,0.81,2.02,1.62,2.02,,,,,,,,,,,,
2017-02,100.0,0.35,0.0,1.77,1.41,0.71,1.41,1.77,1.77,3.53,3.18,3.53,4.24,0.71,0.0,2.47,3.53,2.47,3.53,3.53,5.65,3.53,7.07,3.89,5.3,3.53,0.71,5.3,6.36,5.3,3.89,4.24,3.89,4.59,7.77,9.54,9.19,2.83,0.0,4.24,4.95,0.71,1.77,2.47,1.06,1.06,3.18,0.71,1.41,,,,,,,,,,,,,
2017-03,100.0,0.0,1.02,2.04,3.06,3.06,1.02,4.08,2.04,2.04,5.1,3.06,1.02,0.0,4.08,3.06,4.08,6.12,5.1,3.06,7.14,5.1,8.16,4.08,3.06,1.02,5.1,8.16,8.16,8.16,6.12,3.06,6.12,5.1,7.14,4.08,1.02,0.0,3.06,2.04,4.08,2.04,0.0,2.04,1.02,1.02,2.04,2.04,,,,,,,,,,,,,,
2017-04,100.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,9.52,0.0,9.52,0.0,0.0,9.52,0.0,0.0,0.0,4.76,0.0,4.76,9.52,4.76,14.29,4.76,4.76,19.05,9.52,4.76,14.29,4.76,4.76,4.76,9.52,0.0,9.52,0.0,0.0,0.0,0.0,4.76,4.76,0.0,0.0,4.76,0.0,0.0,4.76,,,,,,,,,,,,,,,
2017-05,100.0,1.63,2.17,0.54,1.63,4.35,3.8,2.17,3.8,4.89,1.63,0.54,1.09,2.72,2.17,4.89,5.98,4.89,4.35,4.35,7.07,7.07,3.26,0.54,9.24,5.43,5.43,5.43,5.43,5.43,5.43,7.07,13.59,9.24,1.09,2.17,2.72,3.26,0.0,0.54,0.54,1.09,1.09,1.63,1.09,2.17,,,,,,,,,,,,,,,,
2017-06,100.0,2.06,1.55,2.58,1.03,3.61,4.12,3.61,3.09,2.06,0.52,4.64,3.09,6.7,4.12,5.15,6.7,4.12,7.22,8.25,6.7,3.61,1.55,7.73,6.7,5.67,7.73,3.61,5.67,4.64,7.73,6.7,8.25,1.55,0.52,1.55,1.55,0.0,1.03,3.09,0.0,1.03,3.61,2.58,1.55,,,,,,,,,,,,,,,,,
2017-07,100.0,1.19,1.79,1.19,2.38,7.14,2.98,2.98,1.79,0.0,1.79,2.38,4.76,2.38,2.38,2.98,2.38,8.33,6.55,4.76,2.38,0.0,4.17,7.14,5.95,7.74,2.38,2.98,7.14,6.55,6.55,3.57,0.6,1.19,4.17,3.57,2.98,1.19,0.0,0.6,0.6,1.79,1.79,1.19,,,,,,,,,,,,,,,,,,
2017-08,100.0,2.06,3.09,3.09,3.61,3.09,5.67,0.0,0.0,3.61,3.09,2.58,4.12,4.12,3.09,8.25,7.22,4.12,4.64,2.58,0.52,7.73,3.61,5.67,4.64,3.61,8.25,6.19,7.73,6.7,7.22,3.09,1.55,3.09,1.03,1.55,2.58,2.58,0.52,0.52,2.58,2.06,2.06,,,,,,,,,,,,,,,,,,,
2017-09,100.0,1.02,4.59,1.53,4.08,4.59,1.02,0.51,2.55,1.02,3.57,4.59,3.57,4.08,2.55,5.1,6.63,7.65,3.06,0.51,5.1,4.59,2.55,3.57,8.16,3.06,4.59,10.71,2.55,10.71,3.57,1.53,3.57,2.55,2.04,2.55,0.51,1.02,0.0,1.02,1.02,1.53,,,,,,,,,,,,,,,,,,,,
2017-10,100.0,0.99,0.99,4.43,2.46,0.49,0.0,2.46,5.91,4.43,3.45,3.94,2.46,3.94,9.36,6.4,7.39,6.4,0.0,5.42,5.42,7.39,7.88,5.91,5.91,5.42,11.33,2.46,9.36,1.48,0.49,3.45,1.97,1.48,1.97,0.99,0.49,0.99,3.45,2.96,0.49,,,,,,,,,,,,,,,,,,,,,
2017-11,100.0,2.79,6.05,1.86,0.0,0.47,1.4,6.05,3.72,4.65,3.72,3.26,3.26,6.05,4.19,6.05,3.26,1.4,8.84,4.19,4.65,4.19,2.79,7.91,6.05,6.98,9.77,5.58,0.47,0.93,2.79,0.93,2.33,0.93,0.47,1.4,1.86,2.33,3.72,3.26,,,,,,,,,,,,,,,,,,,,,,
2017-12,100.0,1.61,2.14,2.14,0.27,5.09,3.49,3.22,4.29,3.75,3.75,4.29,8.58,5.09,5.63,3.75,0.54,3.49,6.97,5.63,6.43,4.56,6.43,6.97,7.77,8.58,6.17,2.41,1.07,2.41,2.68,1.61,1.88,0.8,0.8,1.07,1.61,2.95,3.75,,,,,,,,,,,,,,,,,,,,,,,
2018-01,100.0,1.56,0.39,0.39,4.67,1.56,2.72,5.84,2.72,5.06,3.11,6.23,8.56,3.89,3.5,0.0,4.28,7.78,4.67,3.5,6.23,5.84,5.06,9.34,6.61,8.17,0.78,1.56,1.56,3.5,3.11,1.17,1.17,0.78,0.39,2.33,1.17,1.17,,,,,,,,,,,,,,,,,,,,,,,,
2018-02,100.0,1.57,0.31,3.14,2.52,2.83,4.09,3.77,4.4,5.66,9.43,5.35,4.4,3.14,0.31,5.66,4.72,3.14,5.03,7.55,5.97,6.92,10.38,7.23,6.92,4.09,0.0,3.77,2.2,1.89,2.52,1.57,0.94,0.94,3.14,2.2,1.57,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03,100.0,0.89,0.89,7.14,0.89,0.89,3.57,6.25,8.04,9.82,3.57,8.93,0.89,0.0,1.79,4.46,7.14,6.25,3.57,5.36,4.46,9.82,11.61,3.57,3.57,0.0,3.57,2.68,1.79,0.89,2.68,0.89,2.68,1.79,3.57,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04,100.0,8.7,4.35,0.0,8.7,0.0,8.7,4.35,0.0,8.7,4.35,4.35,0.0,8.7,4.35,4.35,8.7,4.35,17.39,13.04,8.7,8.7,0.0,8.7,0.0,8.7,0.0,0.0,4.35,8.7,4.35,4.35,4.35,4.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05,100.0,2.91,2.18,1.45,2.18,5.09,4.73,8.0,5.09,6.55,2.18,0.73,3.64,8.73,4.36,4.36,4.0,6.18,4.36,8.0,4.73,7.27,2.55,0.36,4.0,1.45,1.09,1.45,1.09,1.82,1.09,2.55,2.55,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06,100.0,4.55,3.41,3.03,3.03,3.41,8.33,7.2,6.44,1.14,0.38,6.06,4.55,5.3,6.82,5.68,7.2,5.3,8.71,7.95,7.95,4.17,0.0,2.27,2.65,2.27,0.38,2.65,1.14,1.52,3.41,1.52,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07,100.0,2.11,5.06,5.49,4.22,8.86,5.06,8.44,2.95,1.27,5.91,5.91,5.49,7.59,7.17,7.59,7.59,10.55,8.86,7.59,2.95,0.84,5.91,3.8,0.42,1.27,1.27,1.69,0.84,2.11,3.8,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08,100.0,5.8,5.07,4.71,9.06,5.43,5.8,3.99,0.0,6.52,3.99,6.16,5.07,5.43,6.52,3.99,9.06,5.43,9.42,2.17,0.72,2.17,3.26,1.81,0.36,1.09,1.45,1.09,3.26,2.17,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09,100.0,5.05,5.05,8.66,4.69,7.22,1.44,0.0,7.22,5.78,4.33,4.33,6.5,3.61,5.42,10.83,6.5,8.3,3.25,0.72,2.53,1.08,1.81,0.72,1.08,1.81,0.0,1.08,1.81,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10,100.0,3.82,8.33,6.94,6.94,1.39,1.04,6.6,4.86,6.25,4.17,3.82,6.94,2.78,8.68,6.6,6.25,2.08,1.39,4.51,1.39,1.74,1.04,1.39,1.04,1.04,1.39,2.08,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11,100.0,6.44,4.41,6.1,1.69,0.68,5.08,6.44,3.05,5.76,6.78,3.73,4.75,8.14,4.41,7.12,3.39,0.34,2.03,1.69,2.03,2.03,1.36,0.34,1.36,2.03,1.69,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12,100.0,4.77,6.22,2.28,0.41,5.19,4.56,4.98,4.98,5.39,4.98,4.98,8.71,7.47,10.79,2.7,0.41,1.66,1.87,1.87,1.66,1.24,1.04,0.83,2.07,2.07,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01,100.0,6.97,2.41,0.0,5.63,4.56,3.49,7.24,4.56,6.43,6.7,11.8,8.31,6.43,2.41,1.34,1.88,3.49,0.8,0.27,1.34,1.61,1.07,2.68,0.8,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02,100.0,3.14,0.79,7.07,5.24,4.97,3.66,6.02,7.33,6.54,8.64,6.28,5.5,2.62,0.26,3.66,2.62,1.57,2.88,1.05,1.05,0.52,2.62,1.83,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03,100.0,0.0,5.19,4.44,3.7,3.7,8.15,5.19,2.22,7.41,6.67,5.19,0.74,0.0,3.7,1.48,2.22,3.7,2.22,0.74,0.74,2.22,1.48,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04,100.0,6.45,3.23,3.23,3.23,0.0,9.68,6.45,9.68,3.23,9.68,0.0,0.0,6.45,3.23,6.45,0.0,0.0,3.23,0.0,0.0,0.0,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05,100.0,3.09,2.7,3.47,3.86,4.63,5.41,3.86,8.49,8.11,2.32,0.0,2.7,1.54,1.54,1.54,1.93,0.39,0.0,1.54,1.16,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06,100.0,7.26,4.44,3.63,6.05,4.44,8.47,8.47,5.65,2.82,0.4,3.63,2.42,0.81,2.02,0.81,2.02,0.81,2.02,1.61,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07,100.0,4.37,2.62,4.8,3.93,6.99,7.42,5.24,2.62,0.0,3.93,1.75,1.31,0.87,0.44,0.87,1.31,0.87,0.87,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08,100.0,5.19,5.19,4.76,6.93,2.6,5.63,1.73,0.87,2.6,2.16,2.16,3.46,0.87,1.73,1.3,0.43,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09,100.0,7.26,5.98,7.26,5.56,8.97,2.14,0.43,2.56,2.99,1.71,2.14,0.0,2.14,0.43,2.99,2.14,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10,100.0,2.44,5.37,6.34,7.8,3.41,0.0,4.39,1.46,2.93,0.0,1.46,0.49,0.98,2.44,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11,100.0,8.64,7.27,6.36,1.82,0.0,2.73,3.64,2.27,1.36,1.82,1.36,0.45,1.82,1.82,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,100.0,6.32,6.67,2.81,0.35,3.16,3.51,2.11,1.4,1.05,1.05,1.05,2.46,2.46,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,100.0,6.98,0.93,0.47,1.4,2.33,0.93,0.93,1.4,0.47,0.93,0.93,0.93,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,100.0,1.28,0.0,1.28,2.98,0.85,0.85,0.43,0.85,0.85,0.85,1.7,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,100.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,2.99,2.99,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,100.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,100.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,3.96,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06,100.0,2.94,0.0,1.47,1.47,0.0,4.41,0.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07,100.0,2.13,0.0,0.0,0.0,2.13,2.13,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09,100.0,3.23,0.0,0.0,0.0,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10,100.0,0.0,0.0,2.63,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11,100.0,0.0,3.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12,100.0,3.12,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
